SKU,Product,Division,Category,Subcategory,Supplier,Origin,Sourcing,Month,Date,Action,Action Rank,On Hand Units,Min,Max,Demand Units,In Transit Units,Planned Receipts,Inbound Units,Gap to Min Units,Gap to Min USD,Excess Units,Excess USD,Required at Min USD,On Hand USD,Order Units,Order USD,Unit Cost,Retail Price,Lead Time Days,Case Pack,MOQ,Safety Stock,Weeks of Supply,Stockout Units,Origin Surcharge
BTR-2204,Garden Gift Set - Grow Your Own,Outdoor Gardening,Garden Kits,Gifting,SUP-03,Vietnam,Import,2026-11,2026-11-01,Buy,2,7164.0,8805.0,10429.0,1843.0,0.0,0.0,0.0,1641.0,28919.6712,0.0,0.0,155172.276,126252.6,3164,55759.8,17.6232,54.99,88,4,900,4042.0,16.1,0.0,0.0489999684829089
BTR-2204,Garden Gift Set - Grow Your Own,Outdoor Gardening,Garden Kits,Gifting,SUP-03,Vietnam,Import,2026-12,2026-12-01,In range,4,10429.0,8805.0,10429.0,1499.0,0.0,4764.0,4764.0,0.0,0.0,0.0,0.0,155172.276,183792.35,2536,44692.44,17.6232,54.99,88,4,900,4042.0,22.7,0.0,0.0489999684829089
BTR-2204,Garden Gift Set - Grow Your Own,Outdoor Gardening,Garden Kits,Gifting,SUP-03,Vietnam,Import,2027-01,2027-01-01,In range,4,9128.0,8805.0,10429.0,1301.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155172.276,160864.57,3040,53574.53,17.6232,54.99,88,4,900,4042.0,19.0,0.0,0.0489999684829089
BTR-2204,Garden Gift Set - Grow Your Own,Outdoor Gardening,Garden Kits,Gifting,SUP-03,Vietnam,Import,2027-02,2027-02-01,Excess,5,10432.0,8805.0,10429.0,1860.0,0.0,3164.0,3164.0,0.0,0.0,3.0,52.869600000000005,155172.276,183845.22,2740,48287.57,17.6232,54.99,88,4,900,4042.0,21.3,0.0,0.0489999684829089
BTR-2204,Garden Gift Set - Grow Your Own,Outdoor Gardening,Garden Kits,Gifting,SUP-03,Vietnam,Import,2027-03,2027-03-01,Excess,5,10431.0,8805.0,10429.0,2537.0,0.0,2536.0,2536.0,0.0,0.0,2.0,35.2464,155172.276,183827.6,1744,30734.86,17.6232,54.99,88,4,900,4042.0,22.2,0.0,0.0489999684829089
BTR-2204,Garden Gift Set - Grow Your Own,Outdoor Gardening,Garden Kits,Gifting,SUP-03,Vietnam,Import,2027-04,2027-04-01,Excess,5,10430.0,8805.0,10429.0,3041.0,0.0,3040.0,3040.0,0.0,0.0,1.0,17.6232,155172.276,183809.98,0,0.0,17.6232,54.99,88,4,900,4042.0,25.3,0.0,0.0489999684829089
BTR-2204,Garden Gift Set - Grow Your Own,Outdoor Gardening,Garden Kits,Gifting,SUP-03,Vietnam,Import,2027-05,2027-05-01,Excess,5,10432.0,8805.0,10429.0,2738.0,0.0,2740.0,2740.0,0.0,0.0,3.0,52.869600000000005,155172.276,183845.22,2660,46877.71,17.6232,54.99,88,4,900,4042.0,30.7,0.0,0.0489999684829089
BTR-2204,Garden Gift Set - Grow Your Own,Outdoor Gardening,Garden Kits,Gifting,SUP-03,Vietnam,Import,2027-06,2027-06-01,Excess,5,10430.0,8805.0,10429.0,1746.0,0.0,1744.0,1744.0,0.0,0.0,1.0,17.6232,155172.276,183809.98,0,0.0,17.6232,54.99,88,4,900,4042.0,33.9,0.0,0.0489999684829089
BTR-2204,Garden Gift Set - Grow Your Own,Outdoor Gardening,Garden Kits,Gifting,SUP-03,Vietnam,Import,2027-07,2027-07-01,In range,4,9124.0,8805.0,10429.0,1306.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155172.276,160794.08,0,0.0,17.6232,54.99,88,4,900,4042.0,29.2,0.0,0.0489999684829089
BTR-2204,Garden Gift Set - Grow Your Own,Outdoor Gardening,Garden Kits,Gifting,SUP-03,Vietnam,Import,2027-08,2027-08-01,In range,4,10429.0,8805.0,10429.0,1355.0,0.0,2660.0,2660.0,0.0,0.0,0.0,0.0,155172.276,183792.35,0,0.0,17.6232,54.99,88,4,900,4042.0,,0.0,0.0489999684829089
